Technology,Country,Global warming,Stratospheric ozone depletion,Ionizing radiation,"Ozone formation, Human health",Fine particulate matter formation,"Ozone formation, Terrestrial ecosystems",Terrestrial acidification,Freshwater eutrophication,Marine eutrophication,Terrestrial ecotoxicity,Freshwater ecotoxicity,Marine ecotoxicity,Human carcinogenic toxicity,Human non-carcinogenic toxicity,Land use,Mineral resource scarcity,Fossil resource scarcity,Water consumption
oil_chp,GR,1094.974502,0.001009322,10.05039529,1.492543539,0.202108491,1.528345288,8.452779915,0.021317571,0.002224717,3912.077512,2.035421396,2.598813621,0.722310857,6.893445301,1.884324014,0.217488225,339.9831822,81.10080866
other_biogas,GR,345.3759723,0.00129608,7.379338814,0.651774029,0.08656705,0.660963497,9.008573873,0.402944846,0.084247227,138.3859614,36.46999029,10.67224709,0.106596896,4.925282142,44.29541411,0.455656374,32.9793508,3.529480292
windon,GR,26.17617836,9.67764E-06,1.578374107,0.072314966,0.025152091,0.074870954,0.172407231,0.039254223,0.002660206,340.3322756,37.66387024,9.227378374,0.017496822,2.703942838,1.046203785,0.698389573,5.606401867,0.288214259
biomass,GR,51.53525031,0.00027794,0.852008816,1.45580913,0.096827034,1.479243394,1.149236471,0.009159547,0.001253942,557.3993004,2.567879704,1.001153858,0.186856885,1.643056863,700.3972443,0.163565315,12.04389235,0.200686263
solar,GR,75.99580508,2.66237E-05,6.750839221,0.176408034,0.067715536,0.185005682,0.337328876,0.062071166,0.00595018,829.7509468,17.38168793,4.918485819,0.026760602,3.410002282,2.007101178,0.814445966,17.42745658,2.323602105
waste,GR,482.4091111,0.000592368,441.5985103,1.167893543,0.326604795,1.200428403,2.361892333,0.185760088,0.128858838,890.6366677,25.64650661,8.171639311,0.658842519,9.987862965,144.7830939,3.95360017,122.3187253,21.76058199
coal_chp,GR,1590.326425,5.51247E-05,11.92597725,1.763298523,1.099957374,1.765820058,7.966948601,5.54485948,0.336160115,287.579756,133.7388634,44.61888594,1.529771528,24.42451198,3.358430253,0.135481976,530.4448114,21.49414099
hydro_pumped,ES,582.6902652,0.000180379,265.4322421,1.656834427,0.338949156,1.666520417,3.092735246,0.20684094,0.017813307,218.0077077,8.95498069,2.942028317,0.111190355,2.427904206,13.50388512,0.80515667,128.2645774,4.901027687
windoff,ES,17.77137768,5.5053E-06,0.692867002,0.041581723,0.016652125,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218656154
geothermal,AT,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185129,8.978438961,1.260942042,0.394900426,17.76226569,0.637104324
hydro_pumped,AT,485.4868524,0.000220991,104.3495985,0.693140003,0.061869186,0.700625945,1.263234869,0.561663662,0.037921645,105.5191844,15.87467147,5.195055371,0.16970636,2.915226707,29.04149436,0.440007046,107.7191733,10.21175062
hydro_pumped,UK,890.1643196,0.000205769,270.5776913,1.66833404,0.160611935,1.680135596,3.118483832,0.299722119,0.023662942,210.3750083,11.34762801,4.007290216,0.11505256,2.74035435,51.22180233,0.643186066,222.6844127,2.961509365
windoff,UK,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218663301
hydro_pumped,CH,177.9055127,0.000150617,400.6525273,0.216280427,0.037703596,0.21929783,0.527753087,0.166879835,0.018475973,95.34139994,5.86279482,1.903153518,0.054928194,1.782427255,7.102648409,0.719491087,32.50895383,12.67655952
geothermal,CH,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185128,8.97843896,1.260942042,0.394900426,17.76226569,0.637104324
windoff,SE,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672443,3.745038551,0.218655967
hydro_pumped,SE,120.2604569,9.45205E-05,432.3749766,0.15693964,0.036888461,0.159909579,0.183906091,0.028896359,0.009187685,108.7049273,2.354648203,0.746845585,0.023197352,1.336169647,26.90963795,0.785836103,12.31132366,8.976549363
hydro_pumped,SI,473.3089781,0.000154049,311.8497776,1.054947984,0.210534938,1.058788515,6.0530911,0.798890416,0.05468063,131.010293,20.76198947,6.916942841,0.232539976,4.475555021,10.40470968,0.605125128,102.2979722,11.18584292
hydro_pumped,SK,732.8984656,0.000188231,516.6007829,1.259352245,0.273075897,1.267614595,3.398671472,0.913172841,0.065013566,449.9469973,23.60850333,8.021629671,0.29413313,5.524743155,21.78063438,0.924552211,146.0711464,16.95469709
hydro_pumped,RS,1236.516152,0.000160223,62.6733149,2.16314786,4.556127107,2.166406744,10.41430183,2.899557691,0.176982857,316.9615039,70.25322528,23.44920479,0.806792398,12.83148417,4.38046439,0.305222246,289.2119769,13.29521698
hydro_pumped,RU,1259.197004,0.000833646,207.9175389,1.677802252,1.407761197,1.715200518,3.243326116,0.507121237,0.034281428,183.2370952,14.40587119,4.872099699,0.162134269,3.449279879,3.168259151,0.553870706,333.1161683,17.76404649
geothermal,RU,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739538,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185128,8.978438961,1.260942042,0.394900426,17.76226569,0.637104326
hydro_pumped,RoW,944.5201924,0.000341016,30.83853155,1.812698237,1.698867039,1.83324388,3.130285617,0.344021418,0.021977784,415.2423231,11.1692573,3.912684441,0.227211284,4.336909029,7.687641114,0.328280974,260.9322403,9.671067179
geothermal,RoW,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739538,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185128,8.978438961,1.260942042,0.394900426,17.76226569,0.637104442
windoff,RoW,17.80138429,5.50595E-06,0.68824338,0.041609919,0.016679145,0.043109666,0.067282667,0.010338722,0.001316043,86.1451444,3.032187459,0.857045263,0.013685524,0.645131207,0.304646517,0.385665689,3.746588612,0.218594718
hydro_pumped,RO,647.1256951,0.000136583,276.2032242,1.04006315,1.130661423,1.045145349,3.100965046,1.234723271,0.080122687,294.1556224,32.63776439,10.69887112,0.353081992,5.977960652,5.45159894,0.651570006,162.1700543,14.84344162
geothermal,PT,86.13939311,1.73287E-05,9.903263124,0.176355038,0.079739538,0.179338955,0.256310503,0.038235581,0.00238817,47.17447332,2.191884283,0.714370306,0.025185128,8.97843896,1.260942042,0.394900426,17.76226569,0.637103761
hydro_pumped,PT,634.1983271,0.000147291,44.61799851,1.64662931,0.14596642,1.655532618,3.415990462,0.229039012,0.015054588,238.3213269,9.507689149,3.091801926,0.106258739,2.037719505,20.98596873,0.413482161,129.9619676,6.85787248
windoff,PT,17.77137768,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218655857
windoff,PL,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.145565,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672443,3.745038564,0.218655967
hydro_pumped,PL,1558.330492,0.000215147,35.21677144,2.989687061,0.405168533,3.00818319,7.674184959,1.939922088,0.120085369,471.214314,50.66747173,17.01144393,0.573045489,8.880504839,64.72575343,0.482266186,364.8030429,43.06832201
geothermal,PL,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185129,8.978438962,1.260942042,0.394900426,17.76226569,0.637104324
windoff,NL,0.017771378,5.5053E-09,0.000692867,4.15817E-05,1.66521E-05,4.30813E-05,6.72485E-05,1.0339E-05,1.31624E-06,0.086145565,0.003032162,0.000857037,1.36846E-05,0.000645116,0.00030498,0.000385672,0.003745039,0.000218656
windoff,NO,17.77137768,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218655872
hydro_pumped,LU,862.9094006,0.000344227,306.0860088,0.899588356,0.09451743,0.910859177,1.693840296,0.983788673,0.069606288,157.8298313,27.2767542,8.912221403,0.28681155,4.965670937,24.33253648,1.043344919,186.9518898,5.490715549
geothermal,LT,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185128,8.978438961,1.260942042,0.394900426,17.76226569,0.637104324
geothermal,LV,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185129,8.978438961,1.260942042,0.394900426,17.76226569,0.637104324
hydro_pumped,IT,684.7754725,0.000380134,97.51770114,1.220806957,0.170380447,1.239602618,2.794413257,0.210019547,0.018982324,207.4666263,9.442215807,3.057286548,0.112997858,2.46930897,21.30591026,0.679628813,176.6253034,11.99757693
geothermal,IT,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739538,0.179338955,0.256310503,0.038235583,0.00238817,47.17447332,2.191884283,0.714370306,0.025185128,8.97843896,1.260942042,0.394900426,17.76226569,0.637104319
hydro_pumped,IE,854.3478022,0.000226865,35.63573367,1.254736172,0.121733464,1.263143127,2.325703568,0.172865664,0.012152715,137.8159857,8.482265828,3.100139724,0.072207126,1.790370797,19.29420014,0.347678125,243.7904244,1.731178452
windoff,IE,17.77137768,5.5053E-06,0.692867002,0.041581723,0.016652125,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218656146
geothermal,HU,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185129,8.978438961,1.260942042,0.394900426,17.76226569,0.637104324
hydro_pumped,DE,1044.427533,0.00039884,199.2854735,1.049107393,0.096556002,1.059204542,2.113599401,1.365350814,0.09260018,159.4473482,36.9811014,12.0581429,0.387664837,6.156468912,24.21251017,0.718238748,222.4227639,5.969170868
geothermal,DE,86.13939311,1.73287E-05,9.903263124,0.176355038,0.079739538,0.179338955,0.256310503,0.038235581,0.00238817,47.17447332,2.191884283,0.714370306,0.02518513,8.978438962,1.260942042,0.394900426,17.76226569,0.637103761
windoff,DE,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.145565,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672443,3.745038564,0.218655967
windoff,FR,17.77137768,5.5053E-06,0.692867002,0.041581723,0.016652125,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.218656154
geothermal,FR,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185128,8.97843896,1.260942042,0.394900426,17.76226569,0.637104324
windoff,FI,17.77137768,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.14556499,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672434,3.745038551,0.21865598
windoff,EE,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.145565,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672443,3.745038564,0.218655967
windoff,DK,17.7713783,5.5053E-06,0.692867003,0.041581723,0.016652126,0.043081254,0.067248458,0.010339034,0.001316237,86.145565,3.032162127,0.85703743,0.013684639,0.645116323,0.304980039,0.385672443,3.745038564,0.218663417
hydro_pumped,CZ,1192.836327,0.000167195,378.0530528,1.903680521,0.146586563,1.913475472,3.467170142,1.745793116,0.113457081,175.5647944,43.1441906,14.38449593,0.497837182,8.110057568,23.26291399,0.884413851,226.1595783,17.77289552
geothermal,CZ,86.13939311,1.73287E-05,9.903263125,0.176355038,0.079739539,0.179338955,0.256310503,0.038235583,0.00238817,47.17447336,2.191884283,0.714370306,0.025185129,8.978438961,1.260942042,0.394900426,17.76226569,0.637104324
hydro_pumped,BG,925.9709205,0.000153829,361.299997,1.437904292,0.662330433,1.443386747,4.52094135,1.843694071,0.11840419,495.8310219,45.03202683,15.0659348,0.524609611,8.440503575,3.589799613,0.693476083,229.2193962,7.525992405
hydro_pumped,BA,1152.990625,0.000125711,25.90630158,2.555035485,1.566635281,2.557844807,18.98057142,2.349747625,0.142822604,247.5543622,57.94352549,19.37447379,0.660281135,11.07019283,3.54784878,0.236634176,234.7112669,10.33592343
hydro_pumped,BE,453.1509044,0.000220942,547.1778459,0.562064171,0.089915575,0.575984469,0.746274183,0.122448459,0.017699857,154.1783941,5.370146282,1.810613978,0.059145023,2.27756085,24.60349418,1.777240709,106.8799576,4.413859953
windoff,BE,17.77137768,5.5053E-06,0.692867002,0.041581723,0.016652125,0.043081254,0.067248458,0.010339034,0.001316237,86.14556497,3.032162122,0.857037428,0.013684639,0.645116323,0.304980038,0.385672432,3.745038551,0.218656157
mean,AT,334.3403651,0.000152732,72.64302435,0.472541233,0.039955694,0.477536443,0.87216889,0.391505652,0.026443406,67.92666695,10.95336969,3.582968182,0.116954459,1.983755126,20.2258435,0.264983577,74.62708719,7.001635887
mean,BA,801.1259257,8.61026E-05,17.78755885,1.774568263,1.092238454,1.776293113,13.26191634,1.641914144,0.099800724,167.2519275,40.37214431,13.49864421,0.460013732,7.686527824,2.398125771,0.122764774,163.4327614,6.969556284
mean,BE,273.3081045,0.000153075,382.3131268,0.380879616,0.059568575,0.390374375,0.510657835,0.084362172,0.012302299,101.954081,3.607547333,1.21622585,0.039638851,1.537834765,17.1223525,1.200111855,74.04021107,2.918333122
mean,BG,642.3710846,0.000105765,252.3286291,0.993354989,0.459858747,0.996949162,3.150287325,1.288030697,0.082724875,340.8719835,31.34312927,10.48568131,0.365138541,5.847585047,2.427461817,0.442234665,159.5922606,5.003396086
mean,CH,100.4578945,0.0001037,279.8478573,0.139072718,0.023056667,0.140943078,0.357845692,0.115432965,0.012845037,60.80924309,3.952055124,1.280938223,0.036690045,1.191587316,4.883998734,0.46042687,22.03252492,8.605013098
mean,CY,1064.103011,0.000555926,7.311851605,3.466352233,0.172759321,3.502046071,7.111621692,0.022453762,0.00239214,1635.173921,2.55185369,1.660181606,0.639913367,4.617347728,2.006149125,0.244707779,334.1155769,2.784467404
mean,CZ,790.5719358,0.000115489,264.044007,1.319071916,0.099198705,1.325681819,2.41338095,1.21956809,0.079265389,116.909584,30.0229621,10.00914998,0.346416633,5.616504847,16.18488231,0.575757414,157.4525362,12.23535901
mean,DE,686.7883983,0.000277479,139.0317427,0.721468946,0.064212231,0.728290172,1.466829236,0.953524783,0.064680149,105.6386262,25.71309955,8.382326466,0.269372947,4.250357267,16.84893209,0.459551053,154.8393807,4.007454896
mean,DK,400.3036669,0.00019095,52.78872901,0.612143069,0.046717681,0.61874717,0.97158797,0.2333765,0.016439529,124.9028784,9.617103827,3.010285515,0.087454869,1.683092659,57.29866015,0.315362885,90.96145209,13.96874773
mean,EE,883.5992054,0.000481936,84.23452562,2.852130858,0.215681962,2.897069432,5.527473754,0.058062649,0.005790215,1265.859069,3.659562403,1.818347354,0.51541123,3.968416001,49.24466107,0.360186155,273.6842753,4.762913108
mean,FI,259.2439033,0.000158342,295.4026948,0.41685336,0.088106345,0.423981109,0.63411538,0.080403463,0.010286674,108.8864063,3.5728887,1.168912707,0.042127347,1.350074101,45.27582346,0.597056848,61.1025124,6.743001414
mean,ES,363.8951166,0.000124709,185.2882305,1.146453766,0.233717926,1.152987472,2.151540351,0.143377985,0.012381638,146.589921,6.114426662,2.007425296,0.076034231,1.642970063,9.360386006,0.520332839,88.99450724,3.149235305
mean,FR,55.0072104,6.84114E-05,598.1754605,0.122445103,0.034742449,0.124459957,0.199340142,0.021626553,0.011873012,97.92921341,1.476726229,0.500214768,0.013305841,1.47468435,1.814086168,0.898640587,13.28614463,3.316688101
mean,UK,578.9122785,0.000142464,188.8864337,1.154494767,0.10900661,1.16250789,2.16954596,0.208329663,0.016472283,141.2523535,7.787605308,2.75236329,0.078735048,1.861466614,35.73655021,0.407066765,155.0223802,1.897902479
mean,GR,992.7366116,0.000233321,30.53858336,1.18093952,0.920630701,1.190192691,4.822119983,2.569502082,0.156707701,501.4089704,63.20389009,21.17505859,0.771754443,12.10764662,2.794701807,0.203984448,311.299013,6.198929015
mean,HR,399.2761715,0.000123468,105.6535258,0.922869687,0.280447161,0.927117726,3.141257881,0.50162341,0.032823622,110.3891646,13.54269419,4.526747011,0.14988158,2.780571155,10.05345069,0.269861937,91.71714929,14.98242823
mean,HU,489.4303731,0.000166866,364.1613183,0.901724144,0.13507114,0.909537622,1.803130411,0.678522342,0.047824913,182.6500018,17.99695068,6.041644948,0.208488754,4.221849407,32.68889332,0.624359338,117.2587885,5.179644938
mean,IE,553.8661325,0.000157217,24.5913585,0.865264248,0.08181883,0.870903523,1.615153874,0.119618965,0.008423179,90.51178913,5.783857053,2.117992894,0.048773216,1.197142662,13.40955769,0.200417818,169.7818339,1.091392041
mean,IS,72.19679744,4.21079E-05,3.214051116,0.065878503,0.026814389,0.067038567,0.089710417,0.012693339,0.000790342,22.96200169,0.851306342,0.278687769,0.009389247,2.650087196,0.552211652,0.168282563,6.027556182,21.4363315
mean,IT,473.7031867,0.000264021,67.86546018,0.841539152,0.11583775,0.854443251,1.942923105,0.145600658,0.013199128,139.2185798,6.45515052,2.088025339,0.077298201,1.671924572,14.81634951,0.432551253,122.8131935,8.161029216
mean,LT,684.4134299,0.000385937,66.45700926,1.136633402,0.314069641,1.158862001,1.799647847,0.123810891,0.009400106,257.8921744,5.119469595,1.819756084,0.111889322,2.20526635,32.97949362,0.32115883,217.2544629,5.012027958
mean,LU,596.8439076,0.000281835,195.9045108,0.616488855,0.057209291,0.624261188,1.147917732,0.686417269,0.048243794,103.0901143,18.90061562,6.193922418,0.19746232,3.382436644,15.07689327,0.55204954,144.5669936,3.574478686
mean,LV,636.588295,0.000407349,54.08840243,1.501400033,0.239660893,1.527703412,2.811045274,0.083886861,0.007687594,547.3146141,4.122198084,1.642315476,0.2279782,2.214056631,39.76749546,0.268331002,200.6597821,3.900228243
mean,MK,987.2794416,0.000159166,71.53193053,1.589847788,4.58552911,1.593073042,5.173174198,2.107092408,0.12920166,309.0441808,50.31854005,16.82382852,0.59856521,8.994231809,2.180354445,0.218508005,223.8210519,7.699985645
mean,NL,657.1756367,0.000246631,68.85184954,0.824308536,0.066386316,0.836959651,1.030411786,0.358148901,0.024600353,90.49682795,11.00098302,3.674568892,0.119854659,2.115871989,17.45934892,0.756300692,172.1434703,6.681208805
mean,NO,26.15907182,4.6423E-05,11.5362968,0.040145027,0.008305166,0.040932963,0.043656322,0.006558801,0.000614677,16.87058478,0.569252593,0.184224208,0.004783468,0.170610854,1.547000563,0.113726726,6.53589976,28.21161848
mean,PL,1084.594693,0.000149022,24.29837787,2.07851675,0.280025095,2.091211395,5.355352286,1.355322522,0.083900562,323.6576762,35.28399202,11.84617445,0.399009879,6.155277725,45.17986522,0.294535406,254.4059856,29.92774683
mean,PT,399.9148789,0.00010157,30.87266265,1.139315573,0.098765049,1.14530195,2.377592003,0.158901065,0.010452466,160.7952589,6.500936884,2.112162352,0.072585516,1.370113917,14.59261404,0.246434617,90.18147486,4.516352432
mean,RO,447.3748455,9.37052E-05,192.8203743,0.715144876,0.787363083,0.718459149,2.157293046,0.862176587,0.055954622,199.8401442,22.67580566,7.431788127,0.245189094,4.125526736,3.72941892,0.412929709,112.7046384,10.12266007
mean,RoW,681.2545407,0.000154022,85.3266742,1.684115556,0.842458633,1.692507952,3.563714062,0.489103197,0.032129459,197.0408706,18.06035626,6.009724405,0.190373793,6.050011959,7.368297259,0.294255754,171.434415,4.335048621
mean,RER,458.7156146,0.000159846,224.7384972,0.834156377,0.187199955,0.841001476,1.83622479,0.45065895,0.032543292,142.0620656,12.87304917,4.281208564,0.144097642,2.78343676,15.77362648,0.518777404,112.0106847,7.129632046
mean,RS,859.5499052,0.000110614,43.49875393,1.500519016,3.182796626,1.502558245,7.271515476,2.026397143,0.123689008,215.7884742,48.98034356,16.34811205,0.562469282,8.918202041,2.980373369,0.170728462,201.5451193,9.048861834
mean,RU,836.5398845,0.000581479,145.2052288,1.159924492,0.980380695,1.185824803,2.25579005,0.35340826,0.023903545,122.0123585,9.946492912,3.363875677,0.111588299,2.358591876,2.140815328,0.344752401,232.152947,12.1657371
mean,SE,40.51784378,6.4668E-05,302.0313848,0.09757581,0.022486656,0.099412979,0.117393264,0.018941144,0.006349732,70.15442997,1.498808062,0.472332034,0.014500636,0.879519521,18.73504417,0.506821941,7.908308264,6.130498044
mean,SI,325.8243327,0.000105919,217.7480323,0.725554527,0.143917664,0.728000502,4.221717176,0.55739844,0.038162974,85.75259907,14.37107885,4.787086778,0.160894092,3.074895502,7.19313323,0.380450761,70.83601906,7.561771168
mean,SK,468.9364048,0.0001302,360.9305719,0.868493594,0.187652646,0.874031744,2.36548193,0.637316376,0.045388804,308.7850914,16.36164825,5.559595151,0.203966263,3.808592045,15.14832034,0.603826356,101.446641,11.67131395
mean,TR,680.1416492,0.000138929,7.672683076,1.242253494,3.563595913,1.256418903,2.562662421,0.567595828,0.03535442,113.9681264,15.07573016,5.053399978,0.172670943,3.942370029,2.369059536,0.20642758,175.8927575,3.886350087
mean,UA,836.5398845,0.000581479,145.2052288,1.159924492,0.980380695,1.185824803,2.25579005,0.35340826,0.023903545,122.0123585,9.946492912,3.363875677,0.111588299,2.358591876,2.140815328,0.344752401,232.152947,12.1657371
mean,BY,836.5398845,0.000581479,145.2052288,1.159924492,0.980380695,1.185824803,2.25579005,0.35340826,0.023903545,122.0123585,9.946492912,3.363875677,0.111588299,2.358591876,2.140815328,0.344752401,232.152947,12.1657371
mean,AX,259.2439033,0.000158342,295.4026948,0.41685336,0.088106345,0.423981109,0.63411538,0.080403463,0.010286674,108.8864063,3.5728887,1.168912707,0.042127347,1.350074101,45.27582346,0.597056848,61.1025124,6.743001414
